Product,Sales,Category,GrowthTrend
Product_172,2777,Side,0.3540155304554593
Product_173,1733,Main,0.2715499352878171
Product_174,4931,Side,-0.43533445614942934
Product_175,3510,Drink,0.12112529909082903
Product_176,202,Drink,-0.2646744490402504
Product_177,3255,Drink,0.057518264667275276
Product_178,4218,Main,0.45688844263296624
Product_179,4496,Main,0.37906200455225014
Product_180,766,Drink,-0.0954835968848683
Product_181,4389,Drink,-0.2084861416556466
Product_182,2327,Drink,-0.265594255591741
Product_183,2931,Dessert,0.03251486975652007
Product_184,197,Drink,-0.3857515467419437
Product_185,1930,Side,0.04927500812824859
Product_186,3582,Dessert,-0.498666360509208
Product_187,608,Dessert,-0.17615036925415517
Product_188,3272,Main,-0.28006568616941874
Product_189,1147,Side,0.47121878996078204
Product_190,4282,Main,0.22724231956997898
Product_191,3397,Main,-0.1503466195377623
Product_192,2511,Side,-0.4071549134693795
Product_193,1794,Main,0.016800594690624004
Product_194,659,Side,-0.2865521186739577
Product_195,2811,Side,0.036429545898357785
Product_196,1369,Main,0.3353623541788925
Product_197,1986,Drink,0.1157925521013854
Product_198,146,Main,0.1337884195450022
Product_199,3219,Dessert,0.041030289062811476
Product_200,2911,Main,0.42726563263140915
Product_201,1734,Side,0.4319026844206033
Product_202,1843,Dessert,0.012723201073552182
Product_203,488,Side,-0.19424051285649557
Product_204,2976,Drink,-0.0404129941205561
Product_205,1959,Drink,-0.3134420878043843
Product_206,2385,Dessert,0.13634431531808933
Product_207,2919,Drink,9.233578223322159e-05
Product_208,4736,Drink,-0.3966995221867201
Product_209,1802,Main,-0.30235221888038466
Product_210,4061,Main,-0.02036804380047319
Product_211,3369,Drink,0.38758899071885833
Product_212,262,Drink,0.06639072063109741
Product_213,623,Main,0.1815350002084708
Product_214,1016,Drink,-0.16097145025609028
Product_215,3643,Drink,0.07141139304423427
Product_216,4976,Side,-0.052620177361932585
Product_217,2049,Drink,0.15912991262316067
Product_218,3723,Dessert,-0.44942443392098963
Product_219,4548,Side,-0.006699783761040856
Product_220,3108,Dessert,-0.20400737485603304
Product_221,4090,Drink,-0.17381493872209075
Product_222,2056,Main,0.4609174315580614
Product_223,3170,Side,-0.31730518728861723
Product_224,1682,Main,-0.18875474742140308
Product_225,2255,Side,0.009892575730871767
Product_226,1154,Main,0.36302694814962366
Product_227,4499,Side,-0.08332991679362955
Product_228,3191,Side,0.24386528088817105
Product_229,1696,Dessert,0.35637409821480237
Product_230,3991,Main,-0.18998364417815106
Product_231,4723,Dessert,-0.10724981646129006
Product_232,4682,Dessert,-0.14344377631164373
Product_233,1648,Main,0.3328558086179211
Product_234,1445,Side,-0.45565313804639884
Product_235,4199,Dessert,-0.19157891117131998
Product_236,3923,Main,0.17940855759512986
Product_237,253,Side,0.06544349956534268
Product_238,3183,Dessert,-0.06371064070630572
Product_239,2557,Dessert,0.03994822722138436
Product_240,98,Dessert,-0.3024154141716817
Product_241,2200,Side,-0.06928337839198961
Product_242,2961,Dessert,0.001702984176349065
Product_243,4973,Side,0.40118912195460166
Product_244,4433,Drink,-0.23916483719602366
Product_245,3777,Dessert,0.36782850216493257
Product_246,2869,Drink,0.1442414008259819
Product_247,3234,Main,-0.479659168932399
Product_248,3791,Dessert,0.22463133689939363
Product_249,956,Main,-0.4644481224509449
Product_250,4067,Main,0.4973811268138131
Product_251,160,Main,0.37263668769119784
Product_252,4493,Drink,-0.20265625245995433
Product_253,1300,Side,-0.24258876980329458
Product_254,4911,Drink,-0.1185589178943911
Product_255,3987,Drink,-0.14383303468555697
Product_256,1527,Main,-0.12766218161461895
Product_257,1218,Dessert,-0.18172345388051958
Product_258,4496,Side,0.1211334068483314
Product_259,4735,Main,-0.33573633627937605
Product_260,3104,Side,0.34598129244601317
Product_261,2735,Drink,0.3124024840313153
Product_262,4555,Side,-0.02351679214472957
Product_263,954,Side,0.3527299652785476
Product_264,4565,Dessert,-0.2528549299697067
Product_265,3446,Main,-0.48243454429603305
Product_266,1045,Side,0.11920792502982303
Product_267,1693,Side,-0.04209059303528462
Product_268,3436,Drink,0.06716454629587065
Product_269,562,Drink,0.39933940901840304
Product_270,2485,Side,0.46992557356594344
Product_271,3354,Main,0.13445313975560302
Product_272,225,Side,0.2640555898524384
Product_273,4893,Side,-0.41619156651283573
Product_274,959,Dessert,-0.3392844151084944
Product_275,4548,Main,0.23320480495297657
Product_276,3067,Dessert,-0.06863454361199806
Product_277,815,Main,-0.0540347295955943
Product_278,4754,Main,-0.19139231836456339
Product_279,4642,Main,0.10735638347774379
Product_280,3120,Dessert,-0.3148349545837974
Product_281,16,Dessert,0.1269162793138956
Product_282,1243,Dessert,-0.3262011428647603
Product_283,2205,Drink,-0.4361739652902864
Product_284,2524,Dessert,-0.16964231130093899
Product_285,1069,Drink,-0.2688596579901523
Product_286,3444,Drink,0.38899163855633234
Product_287,2565,Drink,-0.4450465461313734
Product_288,1060,Side,-0.32338630742587715
Product_289,2327,Side,0.04871960558304944
Product_290,3420,Side,-0.018932809152526375
Product_291,301,Drink,-0.45414798162529846
Product_292,4276,Drink,-0.4927475719848555
Product_293,606,Main,0.4880679419611499
Product_294,3170,Drink,0.15883470035883818
Product_295,699,Side,-0.13459386909844318
Product_296,1139,Drink,-0.02956775233675868
Product_297,190,Drink,-0.23344987954571306
Product_298,2300,Main,-0.15512621630679024
Product_299,980,Drink,0.14904446726821396
Product_300,2975,Dessert,0.3828117988673707
Product_301,1184,Main,-0.31586997691881513
Product_302,3327,Drink,0.34036150538531873
Product_303,3394,Drink,-0.37844337048173093
Product_304,127,Main,-0.2850077764116088
Product_305,2065,Drink,-0.462824711950354
Product_306,1816,Side,-0.35918813790700055
Product_307,569,Dessert,0.41730314546405056
Product_308,1895,Dessert,-0.04056125338162142
Product_309,2733,Side,-0.42233413822164645
Product_310,3863,Drink,0.4597268380389613
Product_311,4721,Drink,0.3789923077586501
Product_312,4014,Dessert,0.25468252086814125
Product_313,2901,Drink,0.43347279194755783
Product_314,1686,Dessert,-0.27987057916423586
Product_315,3009,Dessert,0.33636929301008633
Product_316,154,Side,0.18999119635430617
Product_317,2537,Dessert,0.36975924956768835
Product_318,1409,Drink,0.2969115657426298
Product_319,4057,Drink,-0.153504936823175
Product_320,784,Main,0.2743985370172556
Product_321,3175,Drink,-0.2375436970151097
Product_322,4341,Main,-0.17140783697194517
Product_323,2806,Dessert,-0.39209428277702385
Product_324,537,Drink,0.43507661598046876
Product_325,1841,Side,-0.20899663659971845
Product_326,2455,Side,0.02062246517145183
Product_327,524,Side,-0.10866716353380734
Product_328,2950,Dessert,0.4599281205835015
Product_329,4131,Dessert,-0.1649508290615176
Product_330,4780,Main,0.278545821422689
Product_331,4115,Side,0.35541615463118004
Product_332,2368,Main,-0.06439350251903408
Product_333,3847,Main,-0.12182818554706876
Product_334,4495,Drink,0.24774582093262798
Product_335,2701,Drink,0.4128959803062341
Product_336,971,Side,0.25493173307223826
Product_337,1166,Dessert,-0.2728736344081344
Product_338,4929,Drink,0.38830774743770535
Product_339,2774,Dessert,-0.11241833256316691
Product_340,1982,Main,0.0762294117779343
Product_341,853,Main,0.33143561929271104
Product_342,4146,Main,-0.3116052325995078
Product_343,3736,Main,0.2845101356775531
Product_344,3769,Side,0.0961627979106775
Product_345,574,Main,0.3933416418276082
Product_346,3261,Drink,-0.32802959815645705
Product_347,1148,Main,-0.07931776295907156
Product_348,1715,Dessert,0.33284309286683744
Product_349,4777,Drink,-0.4807682965432398
Product_350,4933,Dessert,-0.38779863323435715
Product_351,3854,Dessert,0.4905652127567347
Product_352,2491,Side,-0.21960582140964946
Product_353,2660,Side,0.4755431937239534
Product_354,3124,Dessert,-0.3174684489913261
Product_355,3051,Dessert,-0.13890555699266438
Product_356,4,Main,0.25286944450357063
Product_357,4869,Drink,0.1577784072381785
Product_358,876,Main,0.08112239992905557
Product_359,991,Side,0.02989917580500756
Product_360,4142,Side,0.34344044366474025
Product_361,4364,Main,-0.2650514371666073
Product_362,4465,Drink,-0.05752907300648158
Product_363,635,Dessert,-0.3445477078435427
Product_364,1693,Main,0.09594159573070438
Product_365,1682,Side,-0.24945557572867982
Product_366,4752,Drink,-0.1661579356566142
Product_367,119,Side,-0.028749283376471868
Product_368,830,Drink,-0.47322941429687215
Product_369,3675,Drink,-0.40806206407916235
Product_370,1369,Drink,0.1859292207082196
Product_371,740,Main,-0.07103001928249275
Product_372,116,Main,0.3647902219998954
Product_373,2838,Main,0.19467200364419945
Product_374,1150,Drink,-0.49189905835267755
Product_375,1931,Drink,0.11671233076713483
Product_376,1012,Side,-0.4062751339402836
Product_377,1664,Dessert,0.28093317979049426
Product_378,1081,Main,0.491507688278502
Product_379,4729,Drink,0.031198794241511507
Product_380,512,Side,0.18277950019413036
Product_381,2849,Side,-0.26268583910524845
Product_382,559,Side,-0.06240225624620643
Product_383,3672,Main,0.3560953322363837
Product_384,4583,Main,-0.3325770522537488
Product_385,4992,Dessert,-0.2344643943862379
Product_386,3343,Side,-0.05456632471396983
Product_387,4070,Main,0.21224889184401396
Product_388,4799,Side,-0.12411604520432618
Product_389,1470,Drink,0.4277322797830039
Product_390,580,Side,-0.40554294873128083
Product_391,2294,Dessert,-0.1291958024551525
Product_392,3147,Main,0.2089541234284219
Product_393,4249,Drink,-0.27401323433850755
Product_394,1679,Main,0.15641313422967296
Product_395,3506,Drink,-0.33578304177265406
Product_396,2744,Side,-0.4440197151383136
Product_397,3356,Side,-0.37898428325135114
Product_398,4045,Dessert,0.4299847831341347
Product_399,1243,Dessert,0.051750882939551324
Product_400,3118,Drink,0.296345775479649
Product_401,2141,Dessert,-0.16734549909494878
Product_402,3059,Dessert,0.09265864788544664
Product_403,4548,Dessert,-0.0050478662950084185
Product_404,2959,Dessert,0.445737959402294
Product_405,2265,Side,0.24757463605411034
Product_406,2479,Dessert,0.23054263149657905
Product_407,4646,Side,-0.45364673056572047
Product_408,1635,Side,0.049669669003691075
Product_409,1757,Main,-0.033008546098185154
Product_410,4452,Side,0.4278422666061945
Product_411,2070,Side,-0.24265801181046776
Product_412,2849,Dessert,-0.23016654670890568
Product_413,3251,Side,-0.0886537511184996
Product_414,3730,Drink,-0.25663028659362397
Product_415,2489,Dessert,-0.3708160821912505
Product_416,1631,Dessert,0.3574148466508008
Product_417,2816,Dessert,0.05827652440391584
Product_418,1015,Main,0.3613627189565668
Product_419,1348,Dessert,0.3311347654036959
Product_420,4611,Side,-0.2179576452103289
Product_421,3087,Drink,0.04773744432427396
Product_422,2839,Dessert,-0.41678229725992955
Product_423,335,Dessert,0.4152518840307584
Product_424,4592,Drink,-0.0957372849348469
Product_425,895,Dessert,-0.10632381611097863
Product_426,3546,Main,-0.1972446293820468
Product_427,851,Side,-0.039336255289296185
Product_428,1687,Drink,-0.24824061345455195
Product_429,1931,Drink,-0.12514772720319545
Product_430,3746,Main,0.29994704858488186
Product_431,2427,Side,0.33425550358517186
Product_432,1568,Main,-0.19581752237148387
Product_433,4000,Side,-0.03098556944721209
Product_434,2738,Main,0.37381977628005225
Product_435,3498,Dessert,-0.44732666817030287
Product_436,3913,Main,0.3891449619957854
Product_437,1066,Drink,-0.2808156543476683
Product_438,4380,Drink,0.17853924421437584
Product_439,2444,Drink,0.08255169638460025
Product_440,4107,Main,0.052940748189252096
Product_441,3373,Drink,0.35936022475282137
Product_442,3969,Drink,-0.3984278563553387
Product_443,2546,Dessert,-0.15297197467436396
Product_444,753,Dessert,0.03825274634476561
Product_445,2082,Side,0.3112888539460398
Product_446,2774,Side,-0.2835569165883285
Product_447,2896,Side,0.30292984137427625
Product_448,4185,Main,-0.10036151750606426
Product_449,775,Side,-0.3110861435663046
Product_450,1625,Main,0.2589864404434826
Product_451,3069,Main,-0.4091010985254522
Product_452,417,Side,0.01476737407544293
Product_453,114,Side,-0.4361242161381116
Product_454,616,Main,-0.14358214484221243
Product_455,3974,Dessert,0.10107679900639266
Product_456,3267,Drink,0.056115541487213094
Product_457,825,Drink,-0.09534458209533347
Product_458,1516,Drink,-0.07095200602788432
Product_459,3146,Dessert,-0.27323044664923346
Product_460,412,Main,-0.0441174115758971
Product_461,728,Side,0.45325485572083424
Product_462,3348,Main,0.3504529177837904
Product_463,2808,Main,-0.3547671309236562
Product_464,675,Side,-0.47021921267907907
Product_465,3465,Dessert,0.4335243127166306
Product_466,2504,Drink,0.02674974988074763
Product_467,2967,Drink,0.037837823149307726
Product_468,2786,Main,0.28071799570652234
Product_469,1122,Dessert,-0.18531102612867345
Product_470,4079,Drink,-0.018092431163997835
Product_471,1571,Dessert,0.4686629131467376
Product_472,2143,Side,0.17214868693240715
Product_473,1687,Main,-0.34625496800421407
Product_474,4132,Main,-0.3667732520156467
Product_475,3851,Dessert,-0.2957352416669946
Product_476,3440,Drink,0.2667116744207175
Product_477,3766,Dessert,-0.20462299615938395
Product_478,2326,Side,-0.4786111533249202
Product_479,2914,Drink,0.44417436350566186
Product_480,4968,Drink,-0.33028658360508933
Product_481,3952,Dessert,-0.4904418138519314
Product_482,595,Side,-0.262868397616677
Product_483,728,Drink,-0.2649712128818663
Product_484,1365,Main,-0.07799474915427695
Product_485,4492,Side,0.42038983150003684
Product_486,698,Drink,0.3791849177790979
Product_487,395,Dessert,-0.043105445017572075
Product_488,4171,Drink,-0.08910009500819349
Product_489,4360,Main,0.055009086474851254
Product_490,2502,Side,-0.25654598802823425
Product_491,1819,Drink,-0.44781500803363716
Product_492,717,Main,0.4392241361712067
Product_493,2782,Drink,-0.31330101512282726
Product_494,4946,Drink,-0.3015992707542836
Product_495,3577,Side,-0.02753967114605238
Product_496,143,Dessert,-0.008386655159669298
Product_497,4980,Dessert,-0.48156579029925806
Product_498,3140,Main,-0.3520452612260293
Product_499,4491,Main,-0.12184518143925827
Product_500,2938,Main,0.18373069351053906
Product_501,3636,Side,-0.27158154316806415
Product_502,3222,Dessert,-0.07698555375823735
Product_503,1167,Main,0.05734506471646683
Product_504,2616,Main,0.38859249462329204
Product_505,1062,Drink,-0.1739294976728767
Product_506,2156,Drink,-0.3664417341365165
Product_507,2982,Main,-0.010727774102391785
Product_508,3294,Drink,0.2467216016840621
Product_509,4729,Drink,-0.39014024294726657
Product_510,1156,Drink,-0.0753165083030396
Product_511,732,Side,-0.48221485873751657
Product_512,4330,Main,-0.46644081835274886
Product_513,4846,Main,-0.0170466367833344
Product_514,953,Drink,-0.20180270184907056
Product_515,2539,Side,0.34510729900541215
Product_516,3324,Drink,0.10215430612645426
Product_517,3301,Side,-0.04606703825700964
Product_518,1542,Main,-0.09206462894570366
Product_519,1191,Drink,-0.0027545198104367286
Product_520,2993,Main,-0.45956116878733866
Product_521,2681,Side,0.39279335642065993
Product_522,1217,Dessert,0.49830315573395834
Product_523,1540,Side,-0.31851287514130133
Product_524,3236,Dessert,-0.37961703522538026
Product_525,2386,Main,-0.35642253655140477
Product_526,3719,Main,0.16102705823436714
Product_527,1388,Drink,0.16144083845077473
Product_528,1856,Dessert,0.34792416227841094
Product_529,1365,Side,0.25182638842625327
Product_530,499,Main,-0.05031032663066026
Product_531,1680,Dessert,0.11285536156531883
Product_532,510,Side,0.1882846703680079
Product_533,4312,Dessert,0.012736470285225177
Product_534,1324,Side,-0.02434901554836333
Product_535,1155,Side,0.14509744564265326
Product_536,1827,Side,0.05747454897565374
Product_537,3141,Side,0.14394230533591035
Product_538,3486,Dessert,0.11285477396336385
Product_539,1810,Dessert,0.21919656051365466
Product_540,2923,Drink,0.14280350878287607
Product_541,2214,Dessert,0.01974248643726728
Product_542,4186,Dessert,0.18179681128438652
Product_543,713,Drink,-0.050518034814571955
Product_544,3602,Dessert,-0.25832877402739896
Product_545,4134,Side,-0.49858177986608454
Product_546,3522,Main,0.059964147145843194
Product_547,4268,Main,0.090655226608641
Product_548,4748,Drink,0.47204896477571434
Product_549,4849,Dessert,-0.13852166590572446
Product_550,1243,Dessert,-0.10586675717168825
Product_551,3709,Drink,-0.2982004186578098
Product_552,1081,Main,-0.4294657047626781
Product_553,455,Side,0.2728044928617406
Product_554,4924,Dessert,-0.250318935660675
Product_555,894,Drink,0.10890486103003794
Product_556,1384,Side,0.18777303554548153
Product_557,1958,Drink,-0.028763312708352307
Product_558,3072,Drink,0.3763521130271916
Product_559,1996,Drink,-0.056205159020271234
Product_560,4285,Main,-0.21509137695823488
Product_561,504,Main,0.39601552296162235
Product_562,1214,Drink,0.36156428424995646
Product_563,1531,Dessert,-0.335960052923587
Product_564,3440,Side,-0.47403898164607905
Product_565,823,Dessert,-0.4100144436503793
Product_566,928,Main,-0.21345260144618294
Product_567,133,Side,0.47225980174171067
Product_568,2105,Drink,0.058516153160825035
Product_569,3627,Dessert,-0.12673826797073118
Product_570,4780,Dessert,0.38871609461274637
Product_571,1852,Drink,-0.04686366852150037
Product_572,4910,Dessert,-0.18476137159897887
Product_573,4175,Main,0.4412195287456574
Product_574,2933,Drink,0.349517666192678
Product_575,3284,Dessert,0.34366837541944095
Product_576,4298,Drink,0.012284743050213098
Product_577,2811,Side,0.28943839881545497
Product_578,1250,Drink,-0.32064664073544813
Product_579,3512,Dessert,0.07322295755624364
Product_580,1256,Main,0.4838459228475457
Product_581,3376,Drink,-0.20904156948203834
Product_582,3486,Drink,0.2943523292476752
Product_583,3584,Dessert,-0.009521592791932765
Product_584,1396,Main,-0.46019431677791267
Product_585,3637,Main,0.2630193978156674
Product_586,3330,Side,-0.3314308556078872
Product_587,2703,Side,0.13147356713275016
Product_588,470,Dessert,-0.4143358059530271
Product_589,1353,Main,0.4468673974959648
Product_590,2783,Main,-0.2082761128196391
Product_591,2831,Side,-0.2735353083226051
Product_592,357,Side,-0.3708635959336657
Product_593,3019,Dessert,0.4460021933390478
Product_594,667,Main,0.21190374244130517
Product_595,4468,Drink,0.24166088871808866
Product_596,1145,Side,-0.0005954386197554173
Product_597,4185,Dessert,-0.025272214729516573
Product_598,3719,Main,-0.38997875700852336
Product_599,2745,Main,0.059841095583991755
Product_600,539,Side,-0.25308350489120957
Product_601,2779,Dessert,0.47714533280040583
Product_602,4964,Drink,0.29658094001514734
Product_603,4136,Side,-0.08700793980711241
Product_604,4835,Dessert,-0.34865874130846697
Product_605,3775,Main,0.285331691138784
Product_606,2508,Drink,-0.377946232918684
Product_607,2779,Dessert,-0.3106662465029295
Product_608,924,Drink,-0.2884794822557726
Product_609,2956,Dessert,0.056890638273094374
Product_610,1581,Dessert,0.2870566539903663
Product_611,3324,Dessert,-0.18568512127530779
Product_612,4485,Dessert,-0.4153301857247106
Product_613,255,Drink,-0.03546153647558081
Product_614,4804,Side,0.24811024115993552
Product_615,1838,Drink,-0.2783361569126117
Product_616,1944,Dessert,-0.2800754519606258
Product_617,9,Drink,0.4472270273467108
Product_618,2871,Drink,0.4541537271191779
Product_619,797,Drink,0.4904657320615764
Product_620,4972,Dessert,0.3076596015747801
Product_621,1015,Drink,-0.31181583083205444
Product_622,1824,Main,-0.28801847920073864
Product_623,4469,Dessert,-0.15977475847760803
Product_624,3136,Drink,-0.18186746866650916
Product_625,2193,Main,0.4565277490780091
Product_626,223,Drink,0.2890739828816936
Product_627,4948,Side,0.2240087921615539
Product_628,4158,Drink,-0.3140367759418682
Product_629,3925,Drink,0.4095255593623296
Product_630,4784,Side,0.3278703795061738
Product_631,4000,Dessert,-0.3363581586720763
Product_632,1633,Side,0.3711703319609725
Product_633,2152,Dessert,-0.22775246362952872
Product_634,510,Side,-0.41913025416789396
Product_635,384,Drink,0.15682230651421003
Product_636,404,Drink,0.15380465938433063
Product_637,4613,Dessert,-0.4050679904343819
Product_638,4571,Dessert,-0.18114819106341762
Product_639,2000,Main,0.4928144622555386
Product_640,2756,Main,0.17842666700873688
Product_641,1668,Drink,0.23007516660332916
Product_642,1460,Drink,-0.2870827143956943
Product_643,3636,Main,-0.4212179289960857
Product_644,2724,Main,-0.22309831025906235
Product_645,4809,Dessert,-0.25110161480680804
Product_646,4178,Side,-0.2654558992519469
Product_647,2048,Dessert,-0.30724567811296044
Product_648,4146,Main,0.07475569065540433
Product_649,4780,Drink,-0.17189652415817824
Product_650,716,Main,0.32034501504753043
Product_651,4544,Drink,-0.316052582152616
Product_652,4976,Drink,-0.03537292913145551
Product_653,4583,Drink,-0.48634216357392
Product_654,1823,Drink,-0.018317677544807953
Product_655,2081,Side,-0.4441617791235256
Product_656,3419,Main,0.4777235118726436
Product_657,1574,Dessert,0.29059212865041284
Product_658,249,Drink,-0.009888523363544621
Product_659,673,Drink,-0.41341264182064974
Product_660,4533,Dessert,0.09244544079041428
Product_661,2165,Dessert,0.2587637507018775
Product_662,770,Drink,-0.3092827469952547
